noun,concreteness,adjective,denotation,phrase,frequency_dep,frequency_seq
crystal,concrete,bad,subsective,bad crystal,4.420886518511651e-10,4.866869946606305e-10
crystal,concrete,current,subsective,current crystal,3.5052350446941016e-10,2.9802293527103293e-10
crystal,concrete,genuine,subsective,genuine crystal,7.157958758859644e-10,7.416601940192348e-10
crystal,concrete,good,subsective,good crystal,7.3357955885305226e-09,1.3152029114316956e-08
crystal,concrete,important,subsective,important crystal,4.3963919625851495e-10,1.9889721306347596e-09
crystal,concrete,new,subsective,new crystal,1.0326477763684861e-08,2.149694842530319e-08
crystal,concrete,old,subsective,old crystal,1.5537294748619585e-09,3.802901470906572e-09
crystal,concrete,perfect,subsective,perfect crystal,6.291121365485015e-08,6.155875934272106e-08
crystal,concrete,real,subsective,real crystal,1.2607621223959365e-08,1.4477847136237917e-08
crystal,concrete,special,subsective,special crystal,2.06035334213352e-09,3.870477290606455e-09
crystal,concrete,true,subsective,true crystal,2.2301370959156313e-09,3.2302213469684493e-09
crystal,concrete,typical,subsective,typical crystal,7.209736172615122e-09,7.29523536648099e-09
crystal,concrete,unique,subsective,unique crystal,6.758513710530581e-10,2.2231836774995385e-09
crystal,concrete,artificial,privative,artificial crystal,1.6383791938776895e-09,1.6081483823418735e-09
crystal,concrete,counterfeit,privative,counterfeit crystal,0.0,0.0
crystal,concrete,fabricated,privative,fabricated crystal,0.0,0.0
crystal,concrete,fake,privative,fake crystal,1.0246420431015132e-10,2.60441297176222e-10
crystal,concrete,false,privative,false crystal,6.928241023245967e-11,8.240866864436671e-11
crystal,concrete,fictional,privative,fictional crystal,0.0,0.0
crystal,concrete,fictitious,privative,fictitious crystal,3.7577750833616636e-10,2.291073871325404e-10
crystal,concrete,former,privative,former crystal,1.0603788649894566e-09,1.4286984910690424e-09
crystal,concrete,hypothetical,privative,hypothetical crystal,1.809705283552818e-09,1.3184203232481458e-09
crystal,concrete,imaginary,privative,imaginary crystal,2.0453577562682922e-10,3.4516462678904903e-10
crystal,concrete,mock,privative,mock crystal,0.0,2.1065451985789625e-11
crystal,concrete,mythical,privative,mythical crystal,0.0,4.274731093298632e-11
crystal,concrete,past,privative,past crystal,2.605331249258538e-11,1.1590623972676533e-10
crystal,concrete,phony,privative,phony crystal,0.0,0.0
crystal,concrete,spurious,privative,spurious crystal,0.0,8.983703625618525e-11
crystal,concrete,virtual,privative,virtual crystal,1.2663857122357148e-09,4.83292941972774e-09
pedal,concrete,actual,subsective,actual pedal,0.0,0.0
pedal,concrete,authentic,subsective,authentic pedal,0.0,0.0
pedal,concrete,average,subsective,average pedal,0.0,0.0
pedal,concrete,bad,subsective,bad pedal,0.0,0.0
pedal,concrete,current,subsective,current pedal,0.0,0.0
pedal,concrete,genuine,subsective,genuine pedal,0.0,0.0
pedal,concrete,good,subsective,good pedal,0.0,0.0
pedal,concrete,important,subsective,important pedal,0.0,0.0
pedal,concrete,new,subsective,new pedal,0.0,0.0
pedal,concrete,old,subsective,old pedal,0.0,0.0
pedal,concrete,perfect,subsective,perfect pedal,0.0,0.0
pedal,concrete,real,subsective,real pedal,0.0,0.0
pedal,concrete,special,subsective,special pedal,0.0,0.0
pedal,concrete,true,subsective,true pedal,0.0,0.0
pedal,concrete,typical,subsective,typical pedal,0.0,0.0
pedal,concrete,unique,subsective,unique pedal,0.0,0.0
pedal,concrete,artificial,privative,artificial pedal,0.0,0.0
pedal,concrete,counterfeit,privative,counterfeit pedal,0.0,0.0
pedal,concrete,fabricated,privative,fabricated pedal,0.0,0.0
pedal,concrete,fake,privative,fake pedal,0.0,0.0
pedal,concrete,false,privative,false pedal,0.0,0.0
pedal,concrete,fictional,privative,fictional pedal,0.0,0.0
pedal,concrete,fictitious,privative,fictitious pedal,0.0,0.0
pedal,concrete,former,privative,former pedal,0.0,0.0
pedal,concrete,hypothetical,privative,hypothetical pedal,0.0,0.0
pedal,concrete,imaginary,privative,imaginary pedal,0.0,0.0
pedal,concrete,mock,privative,mock pedal,0.0,0.0
pedal,concrete,mythical,privative,mythical pedal,0.0,0.0
pedal,concrete,past,privative,past pedal,0.0,0.0
pedal,concrete,phony,privative,phony pedal,0.0,0.0
pedal,concrete,spurious,privative,spurious pedal,0.0,0.0
pedal,concrete,virtual,privative,virtual pedal,0.0,0.0
rook,concrete,actual,subsective,actual rook,0.0,0.0
rook,concrete,authentic,subsective,authentic rook,0.0,0.0
rook,concrete,average,subsective,average rook,0.0,0.0
rook,concrete,bad,subsective,bad rook,0.0,0.0
rook,concrete,current,subsective,current rook,0.0,0.0
rook,concrete,genuine,subsective,genuine rook,0.0,0.0
rook,concrete,good,subsective,good rook,0.0,0.0
rook,concrete,important,subsective,important rook,0.0,0.0
rook,concrete,new,subsective,new rook,0.0,0.0
rook,concrete,old,subsective,old rook,0.0,0.0
rook,concrete,perfect,subsective,perfect rook,0.0,0.0
rook,concrete,real,subsective,real rook,0.0,0.0
rook,concrete,special,subsective,special rook,0.0,0.0
rook,concrete,true,subsective,true rook,0.0,0.0
rook,concrete,typical,subsective,typical rook,0.0,0.0
rook,concrete,unique,subsective,unique rook,0.0,0.0
rook,concrete,artificial,privative,artificial rook,0.0,0.0
rook,concrete,counterfeit,privative,counterfeit rook,0.0,0.0
rook,concrete,fabricated,privative,fabricated rook,0.0,0.0
rook,concrete,fake,privative,fake rook,0.0,0.0
rook,concrete,false,privative,false rook,0.0,0.0
rook,concrete,fictional,privative,fictional rook,0.0,0.0
rook,concrete,fictitious,privative,fictitious rook,0.0,0.0
rook,concrete,former,privative,former rook,0.0,0.0
rook,concrete,hypothetical,privative,hypothetical rook,0.0,0.0
rook,concrete,imaginary,privative,imaginary rook,0.0,0.0
rook,concrete,mock,privative,mock rook,0.0,0.0
rook,concrete,mythical,privative,mythical rook,0.0,0.0
rook,concrete,past,privative,past rook,0.0,0.0
rook,concrete,phony,privative,phony rook,0.0,0.0
rook,concrete,spurious,privative,spurious rook,0.0,0.0
rook,concrete,virtual,privative,virtual rook,0.0,0.0
mink,concrete,actual,subsective,actual mink,0.0,0.0
mink,concrete,authentic,subsective,authentic mink,0.0,0.0
mink,concrete,average,subsective,average mink,0.0,0.0
mink,concrete,bad,subsective,bad mink,0.0,0.0
mink,concrete,current,subsective,current mink,0.0,0.0
mink,concrete,genuine,subsective,genuine mink,0.0,0.0
mink,concrete,good,subsective,good mink,0.0,0.0
mink,concrete,important,subsective,important mink,0.0,0.0
mink,concrete,new,subsective,new mink,0.0,0.0
mink,concrete,old,subsective,old mink,0.0,0.0
mink,concrete,perfect,subsective,perfect mink,0.0,0.0
mink,concrete,real,subsective,real mink,0.0,0.0
mink,concrete,special,subsective,special mink,0.0,0.0
mink,concrete,true,subsective,true mink,0.0,0.0
mink,concrete,typical,subsective,typical mink,0.0,0.0
mink,concrete,unique,subsective,unique mink,0.0,0.0
mink,concrete,artificial,privative,artificial mink,0.0,0.0
mink,concrete,counterfeit,privative,counterfeit mink,0.0,0.0
mink,concrete,fabricated,privative,fabricated mink,0.0,0.0
mink,concrete,fake,privative,fake mink,0.0,0.0
mink,concrete,false,privative,false mink,0.0,0.0
mink,concrete,fictional,privative,fictional mink,0.0,0.0
mink,concrete,fictitious,privative,fictitious mink,0.0,0.0
mink,concrete,former,privative,former mink,0.0,0.0
mink,concrete,hypothetical,privative,hypothetical mink,0.0,0.0
mink,concrete,imaginary,privative,imaginary mink,0.0,0.0
mink,concrete,mock,privative,mock mink,0.0,0.0
mink,concrete,mythical,privative,mythical mink,0.0,0.0
mink,concrete,past,privative,past mink,0.0,0.0
mink,concrete,phony,privative,phony mink,0.0,0.0
mink,concrete,spurious,privative,spurious mink,0.0,0.0
mink,concrete,virtual,privative,virtual mink,0.0,0.0
chalet,concrete,actual,subsective,actual chalet,0.0,0.0
chalet,concrete,authentic,subsective,authentic chalet,0.0,0.0
chalet,concrete,average,subsective,average chalet,0.0,0.0
chalet,concrete,bad,subsective,bad chalet,0.0,0.0
chalet,concrete,current,subsective,current chalet,0.0,0.0
chalet,concrete,genuine,subsective,genuine chalet,0.0,0.0
chalet,concrete,good,subsective,good chalet,0.0,0.0
chalet,concrete,important,subsective,important chalet,0.0,0.0
chalet,concrete,new,subsective,new chalet,0.0,0.0
chalet,concrete,old,subsective,old chalet,0.0,0.0
chalet,concrete,perfect,subsective,perfect chalet,0.0,0.0
chalet,concrete,real,subsective,real chalet,0.0,0.0
chalet,concrete,special,subsective,special chalet,0.0,0.0
chalet,concrete,true,subsective,true chalet,0.0,0.0
chalet,concrete,typical,subsective,typical chalet,0.0,0.0
chalet,concrete,unique,subsective,unique chalet,0.0,0.0
chalet,concrete,artificial,privative,artificial chalet,0.0,0.0
chalet,concrete,counterfeit,privative,counterfeit chalet,0.0,0.0
chalet,concrete,fabricated,privative,fabricated chalet,0.0,0.0
chalet,concrete,fake,privative,fake chalet,0.0,0.0
chalet,concrete,false,privative,false chalet,0.0,0.0
chalet,concrete,fictional,privative,fictional chalet,0.0,0.0
chalet,concrete,fictitious,privative,fictitious chalet,0.0,0.0
chalet,concrete,former,privative,former chalet,0.0,0.0
chalet,concrete,hypothetical,privative,hypothetical chalet,0.0,0.0
chalet,concrete,imaginary,privative,imaginary chalet,0.0,0.0
chalet,concrete,mock,privative,mock chalet,0.0,0.0
chalet,concrete,mythical,privative,mythical chalet,0.0,0.0
chalet,concrete,past,privative,past chalet,0.0,0.0
chalet,concrete,phony,privative,phony chalet,0.0,0.0
chalet,concrete,spurious,privative,spurious chalet,0.0,0.0
chalet,concrete,virtual,privative,virtual chalet,0.0,0.0
chorus,concrete,actual,subsective,actual chorus,0.0,0.0
chorus,concrete,authentic,subsective,authentic chorus,0.0,0.0
chorus,concrete,average,subsective,average chorus,0.0,0.0
chorus,concrete,bad,subsective,bad chorus,0.0,0.0
chorus,concrete,current,subsective,current chorus,0.0,0.0
chorus,concrete,genuine,subsective,genuine chorus,0.0,0.0
chorus,concrete,good,subsective,good chorus,0.0,0.0
chorus,concrete,important,subsective,important chorus,0.0,0.0
chorus,concrete,new,subsective,new chorus,0.0,0.0
chorus,concrete,old,subsective,old chorus,0.0,0.0
chorus,concrete,perfect,subsective,perfect chorus,0.0,0.0
chorus,concrete,real,subsective,real chorus,0.0,0.0
chorus,concrete,special,subsective,special chorus,0.0,0.0
chorus,concrete,true,subsective,true chorus,0.0,0.0
chorus,concrete,typical,subsective,typical chorus,0.0,0.0
chorus,concrete,unique,subsective,unique chorus,0.0,0.0
chorus,concrete,artificial,privative,artificial chorus,0.0,0.0
chorus,concrete,counterfeit,privative,counterfeit chorus,0.0,0.0
chorus,concrete,fabricated,privative,fabricated chorus,0.0,0.0
chorus,concrete,fake,privative,fake chorus,0.0,0.0
chorus,concrete,false,privative,false chorus,0.0,0.0
chorus,concrete,fictional,privative,fictional chorus,0.0,0.0
chorus,concrete,fictitious,privative,fictitious chorus,0.0,0.0
chorus,concrete,former,privative,former chorus,0.0,0.0
chorus,concrete,hypothetical,privative,hypothetical chorus,0.0,0.0
chorus,concrete,imaginary,privative,imaginary chorus,0.0,0.0
chorus,concrete,mock,privative,mock chorus,0.0,0.0
chorus,concrete,mythical,privative,mythical chorus,0.0,0.0
chorus,concrete,past,privative,past chorus,0.0,0.0
chorus,concrete,phony,privative,phony chorus,0.0,0.0
chorus,concrete,spurious,privative,spurious chorus,0.0,0.0
chorus,concrete,virtual,privative,virtual chorus,0.0,0.0
zit,concrete,actual,subsective,actual zit,0.0,0.0
zit,concrete,authentic,subsective,authentic zit,0.0,0.0
zit,concrete,average,subsective,average zit,0.0,0.0
zit,concrete,bad,subsective,bad zit,0.0,0.0
zit,concrete,current,subsective,current zit,0.0,0.0
zit,concrete,genuine,subsective,genuine zit,0.0,0.0
zit,concrete,good,subsective,good zit,0.0,0.0
zit,concrete,important,subsective,important zit,0.0,0.0
zit,concrete,new,subsective,new zit,0.0,0.0
zit,concrete,old,subsective,old zit,0.0,0.0
zit,concrete,perfect,subsective,perfect zit,0.0,0.0
zit,concrete,real,subsective,real zit,0.0,0.0
zit,concrete,special,subsective,special zit,0.0,0.0
zit,concrete,true,subsective,true zit,0.0,0.0
zit,concrete,typical,subsective,typical zit,0.0,0.0
zit,concrete,unique,subsective,unique zit,0.0,0.0
zit,concrete,artificial,privative,artificial zit,0.0,0.0
zit,concrete,counterfeit,privative,counterfeit zit,0.0,0.0
zit,concrete,fabricated,privative,fabricated zit,0.0,0.0
zit,concrete,fake,privative,fake zit,0.0,0.0
zit,concrete,false,privative,false zit,0.0,0.0
zit,concrete,fictional,privative,fictional zit,0.0,0.0
zit,concrete,fictitious,privative,fictitious zit,0.0,0.0
zit,concrete,former,privative,former zit,0.0,0.0
zit,concrete,hypothetical,privative,hypothetical zit,0.0,0.0
zit,concrete,imaginary,privative,imaginary zit,0.0,0.0
zit,concrete,mock,privative,mock zit,0.0,0.0
zit,concrete,mythical,privative,mythical zit,0.0,0.0
zit,concrete,past,privative,past zit,0.0,0.0
zit,concrete,phony,privative,phony zit,0.0,0.0
zit,concrete,spurious,privative,spurious zit,0.0,0.0
zit,concrete,virtual,privative,virtual zit,0.0,0.0
retina,concrete,actual,subsective,actual retina,0.0,0.0
retina,concrete,authentic,subsective,authentic retina,0.0,0.0
retina,concrete,average,subsective,average retina,0.0,0.0
retina,concrete,bad,subsective,bad retina,0.0,0.0
retina,concrete,current,subsective,current retina,0.0,0.0
retina,concrete,genuine,subsective,genuine retina,0.0,0.0
retina,concrete,good,subsective,good retina,0.0,0.0
retina,concrete,important,subsective,important retina,0.0,0.0
retina,concrete,new,subsective,new retina,0.0,0.0
retina,concrete,old,subsective,old retina,0.0,0.0
retina,concrete,perfect,subsective,perfect retina,0.0,0.0
retina,concrete,real,subsective,real retina,0.0,0.0
retina,concrete,special,subsective,special retina,0.0,0.0
retina,concrete,true,subsective,true retina,0.0,0.0
retina,concrete,typical,subsective,typical retina,0.0,0.0
retina,concrete,unique,subsective,unique retina,0.0,0.0
retina,concrete,artificial,privative,artificial retina,0.0,0.0
retina,concrete,counterfeit,privative,counterfeit retina,0.0,0.0
retina,concrete,fabricated,privative,fabricated retina,0.0,0.0
retina,concrete,fake,privative,fake retina,0.0,0.0
retina,concrete,false,privative,false retina,0.0,0.0
retina,concrete,fictional,privative,fictional retina,0.0,0.0
retina,concrete,fictitious,privative,fictitious retina,0.0,0.0
retina,concrete,former,privative,former retina,0.0,0.0
retina,concrete,hypothetical,privative,hypothetical retina,0.0,0.0
retina,concrete,imaginary,privative,imaginary retina,0.0,0.0
retina,concrete,mock,privative,mock retina,0.0,0.0
retina,concrete,mythical,privative,mythical retina,0.0,0.0
retina,concrete,past,privative,past retina,0.0,0.0
retina,concrete,phony,privative,phony retina,0.0,0.0
retina,concrete,spurious,privative,spurious retina,0.0,0.0
retina,concrete,virtual,privative,virtual retina,0.0,0.0
locker,concrete,actual,subsective,actual locker,0.0,0.0
locker,concrete,authentic,subsective,authentic locker,0.0,0.0
locker,concrete,average,subsective,average locker,0.0,0.0
locker,concrete,bad,subsective,bad locker,0.0,0.0
locker,concrete,current,subsective,current locker,0.0,0.0
locker,concrete,genuine,subsective,genuine locker,0.0,0.0
locker,concrete,good,subsective,good locker,0.0,0.0
locker,concrete,important,subsective,important locker,0.0,0.0
locker,concrete,new,subsective,new locker,0.0,0.0
locker,concrete,old,subsective,old locker,0.0,0.0
locker,concrete,perfect,subsective,perfect locker,0.0,0.0
locker,concrete,real,subsective,real locker,0.0,0.0
locker,concrete,special,subsective,special locker,0.0,0.0
locker,concrete,true,subsective,true locker,0.0,0.0
locker,concrete,typical,subsective,typical locker,0.0,0.0
locker,concrete,unique,subsective,unique locker,0.0,0.0
locker,concrete,artificial,privative,artificial locker,0.0,0.0
locker,concrete,counterfeit,privative,counterfeit locker,0.0,0.0
locker,concrete,fabricated,privative,fabricated locker,0.0,0.0
locker,concrete,fake,privative,fake locker,0.0,0.0
locker,concrete,false,privative,false locker,0.0,0.0
locker,concrete,fictional,privative,fictional locker,0.0,0.0
locker,concrete,fictitious,privative,fictitious locker,0.0,0.0
locker,concrete,former,privative,former locker,0.0,0.0
locker,concrete,hypothetical,privative,hypothetical locker,0.0,0.0
locker,concrete,imaginary,privative,imaginary locker,0.0,0.0
locker,concrete,mock,privative,mock locker,0.0,0.0
locker,concrete,mythical,privative,mythical locker,0.0,0.0
locker,concrete,past,privative,past locker,0.0,0.0
locker,concrete,phony,privative,phony locker,0.0,0.0
locker,concrete,spurious,privative,spurious locker,0.0,0.0
locker,concrete,virtual,privative,virtual locker,0.0,0.0
furnace,concrete,actual,subsective,actual furnace,0.0,0.0
furnace,concrete,authentic,subsective,authentic furnace,0.0,0.0
furnace,concrete,average,subsective,average furnace,0.0,0.0
furnace,concrete,bad,subsective,bad furnace,0.0,0.0
furnace,concrete,current,subsective,current furnace,0.0,0.0
furnace,concrete,genuine,subsective,genuine furnace,0.0,0.0
furnace,concrete,good,subsective,good furnace,0.0,0.0
furnace,concrete,important,subsective,important furnace,0.0,0.0
furnace,concrete,new,subsective,new furnace,0.0,0.0
furnace,concrete,old,subsective,old furnace,0.0,0.0
furnace,concrete,perfect,subsective,perfect furnace,0.0,0.0
furnace,concrete,real,subsective,real furnace,0.0,0.0
furnace,concrete,special,subsective,special furnace,0.0,0.0
furnace,concrete,true,subsective,true furnace,0.0,0.0
furnace,concrete,typical,subsective,typical furnace,0.0,0.0
furnace,concrete,unique,subsective,unique furnace,0.0,0.0
furnace,concrete,artificial,privative,artificial furnace,0.0,0.0
furnace,concrete,counterfeit,privative,counterfeit furnace,0.0,0.0
furnace,concrete,fabricated,privative,fabricated furnace,0.0,0.0
furnace,concrete,fake,privative,fake furnace,0.0,0.0
furnace,concrete,false,privative,false furnace,0.0,0.0
furnace,concrete,fictional,privative,fictional furnace,0.0,0.0
furnace,concrete,fictitious,privative,fictitious furnace,0.0,0.0
furnace,concrete,former,privative,former furnace,0.0,0.0
furnace,concrete,hypothetical,privative,hypothetical furnace,0.0,0.0
furnace,concrete,imaginary,privative,imaginary furnace,0.0,0.0
furnace,concrete,mock,privative,mock furnace,0.0,0.0
furnace,concrete,mythical,privative,mythical furnace,0.0,0.0
furnace,concrete,past,privative,past furnace,0.0,0.0
furnace,concrete,phony,privative,phony furnace,0.0,0.0
furnace,concrete,spurious,privative,spurious furnace,0.0,0.0
furnace,concrete,virtual,privative,virtual furnace,0.0,0.0
toy,concrete,actual,subsective,actual toy,0.0,0.0
toy,concrete,authentic,subsective,authentic toy,0.0,0.0
toy,concrete,average,subsective,average toy,0.0,0.0
toy,concrete,bad,subsective,bad toy,0.0,0.0
toy,concrete,current,subsective,current toy,0.0,0.0
toy,concrete,genuine,subsective,genuine toy,0.0,0.0
toy,concrete,good,subsective,good toy,0.0,0.0
toy,concrete,important,subsective,important toy,0.0,0.0
toy,concrete,new,subsective,new toy,0.0,0.0
toy,concrete,old,subsective,old toy,0.0,0.0
toy,concrete,perfect,subsective,perfect toy,0.0,0.0
toy,concrete,real,subsective,real toy,0.0,0.0
toy,concrete,special,subsective,special toy,0.0,0.0
toy,concrete,true,subsective,true toy,0.0,0.0
toy,concrete,typical,subsective,typical toy,0.0,0.0
toy,concrete,unique,subsective,unique toy,0.0,0.0
toy,concrete,artificial,privative,artificial toy,0.0,0.0
toy,concrete,counterfeit,privative,counterfeit toy,0.0,0.0
toy,concrete,fabricated,privative,fabricated toy,0.0,0.0
toy,concrete,fake,privative,fake toy,0.0,0.0
toy,concrete,false,privative,false toy,0.0,0.0
toy,concrete,fictional,privative,fictional toy,0.0,0.0
toy,concrete,fictitious,privative,fictitious toy,0.0,0.0
toy,concrete,former,privative,former toy,0.0,0.0
toy,concrete,hypothetical,privative,hypothetical toy,0.0,0.0
toy,concrete,imaginary,privative,imaginary toy,0.0,0.0
toy,concrete,mock,privative,mock toy,0.0,0.0
toy,concrete,mythical,privative,mythical toy,0.0,0.0
toy,concrete,past,privative,past toy,0.0,0.0
toy,concrete,phony,privative,phony toy,0.0,0.0
toy,concrete,spurious,privative,spurious toy,0.0,0.0
toy,concrete,virtual,privative,virtual toy,0.0,0.0
collar,concrete,actual,subsective,actual collar,0.0,0.0
collar,concrete,authentic,subsective,authentic collar,0.0,0.0
collar,concrete,average,subsective,average collar,0.0,0.0
collar,concrete,bad,subsective,bad collar,0.0,0.0
collar,concrete,current,subsective,current collar,0.0,0.0
collar,concrete,genuine,subsective,genuine collar,0.0,0.0
collar,concrete,good,subsective,good collar,0.0,0.0
collar,concrete,important,subsective,important collar,0.0,0.0
collar,concrete,new,subsective,new collar,0.0,0.0
collar,concrete,old,subsective,old collar,0.0,0.0
collar,concrete,perfect,subsective,perfect collar,0.0,0.0
collar,concrete,real,subsective,real collar,0.0,0.0
collar,concrete,special,subsective,special collar,0.0,0.0
collar,concrete,true,subsective,true collar,0.0,0.0
collar,concrete,typical,subsective,typical collar,0.0,0.0
collar,concrete,unique,subsective,unique collar,0.0,0.0
collar,concrete,artificial,privative,artificial collar,0.0,0.0
collar,concrete,counterfeit,privative,counterfeit collar,0.0,0.0
collar,concrete,fabricated,privative,fabricated collar,0.0,0.0
collar,concrete,fake,privative,fake collar,0.0,0.0
collar,concrete,false,privative,false collar,0.0,0.0
collar,concrete,fictional,privative,fictional collar,0.0,0.0
collar,concrete,fictitious,privative,fictitious collar,0.0,0.0
collar,concrete,former,privative,former collar,0.0,0.0
collar,concrete,hypothetical,privative,hypothetical collar,0.0,0.0
collar,concrete,imaginary,privative,imaginary collar,0.0,0.0
collar,concrete,mock,privative,mock collar,0.0,0.0
collar,concrete,mythical,privative,mythical collar,0.0,0.0
collar,concrete,past,privative,past collar,0.0,0.0
collar,concrete,phony,privative,phony collar,0.0,0.0
collar,concrete,spurious,privative,spurious collar,0.0,0.0
collar,concrete,virtual,privative,virtual collar,0.0,0.0
lesion,concrete,actual,subsective,actual lesion,0.0,0.0
lesion,concrete,authentic,subsective,authentic lesion,0.0,0.0
lesion,concrete,average,subsective,average lesion,0.0,0.0
lesion,concrete,bad,subsective,bad lesion,0.0,0.0
lesion,concrete,current,subsective,current lesion,0.0,0.0
lesion,concrete,genuine,subsective,genuine lesion,0.0,0.0
lesion,concrete,good,subsective,good lesion,0.0,0.0
lesion,concrete,important,subsective,important lesion,0.0,0.0
lesion,concrete,new,subsective,new lesion,0.0,0.0
lesion,concrete,old,subsective,old lesion,0.0,0.0
lesion,concrete,perfect,subsective,perfect lesion,0.0,0.0
lesion,concrete,real,subsective,real lesion,0.0,0.0
lesion,concrete,special,subsective,special lesion,0.0,0.0
lesion,concrete,true,subsective,true lesion,0.0,0.0
lesion,concrete,typical,subsective,typical lesion,0.0,0.0
lesion,concrete,unique,subsective,unique lesion,0.0,0.0
lesion,concrete,artificial,privative,artificial lesion,0.0,0.0
lesion,concrete,counterfeit,privative,counterfeit lesion,0.0,0.0
lesion,concrete,fabricated,privative,fabricated lesion,0.0,0.0
lesion,concrete,fake,privative,fake lesion,0.0,0.0
lesion,concrete,false,privative,false lesion,0.0,0.0
lesion,concrete,fictional,privative,fictional lesion,0.0,0.0
lesion,concrete,fictitious,privative,fictitious lesion,0.0,0.0
lesion,concrete,former,privative,former lesion,0.0,0.0
lesion,concrete,hypothetical,privative,hypothetical lesion,0.0,0.0
lesion,concrete,imaginary,privative,imaginary lesion,0.0,0.0
lesion,concrete,mock,privative,mock lesion,0.0,0.0
lesion,concrete,mythical,privative,mythical lesion,0.0,0.0
lesion,concrete,past,privative,past lesion,0.0,0.0
lesion,concrete,phony,privative,phony lesion,0.0,0.0
lesion,concrete,spurious,privative,spurious lesion,0.0,0.0
lesion,concrete,virtual,privative,virtual lesion,0.0,0.0
indoors,concrete,actual,subsective,actual indoors,0.0,0.0
indoors,concrete,authentic,subsective,authentic indoors,0.0,0.0
indoors,concrete,average,subsective,average indoors,0.0,0.0
indoors,concrete,bad,subsective,bad indoors,0.0,0.0
indoors,concrete,current,subsective,current indoors,0.0,0.0
indoors,concrete,genuine,subsective,genuine indoors,0.0,0.0
indoors,concrete,good,subsective,good indoors,0.0,0.0
indoors,concrete,important,subsective,important indoors,0.0,0.0
indoors,concrete,new,subsective,new indoors,0.0,0.0
indoors,concrete,old,subsective,old indoors,0.0,0.0
indoors,concrete,perfect,subsective,perfect indoors,0.0,0.0
indoors,concrete,real,subsective,real indoors,0.0,0.0
indoors,concrete,special,subsective,special indoors,0.0,0.0
indoors,concrete,true,subsective,true indoors,0.0,0.0
indoors,concrete,typical,subsective,typical indoors,0.0,0.0
indoors,concrete,unique,subsective,unique indoors,0.0,0.0
indoors,concrete,artificial,privative,artificial indoors,0.0,0.0
indoors,concrete,counterfeit,privative,counterfeit indoors,0.0,0.0
indoors,concrete,fabricated,privative,fabricated indoors,0.0,0.0
indoors,concrete,fake,privative,fake indoors,0.0,0.0
indoors,concrete,false,privative,false indoors,0.0,0.0
indoors,concrete,fictional,privative,fictional indoors,0.0,0.0
