Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-koj1,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
3,1690205656421,24/07/2023 13:34:16,1690209256421,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690205656422,24/07/2023 13:34:16,1690209256422,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690205656422,24/07/2023 13:34:16,1690209256422,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690205656423,24/07/2023 13:34:16,1690209256423,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690205656424,24/07/2023 13:34:16,1690209256424,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690205656425,24/07/2023 13:34:16,1690209256425,1,24/07/2023 15:34:16,135241,8,questionnaire-qh5e,,30835491,BLIND,9155442,,complete,,64be8bb77310c0ede34dde20,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x781,,Consent form,2,A,,,,,5,,END,,,,,
1,1690205675096,24/07/2023 13:34:35,1690209275096,1,24/07/2023 15:34:35,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690205696715,24/07/2023 13:34:56,1690209296715,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690205696715,24/07/2023 13:34:56,1690209296715,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690205696716,24/07/2023 13:34:56,1690209296716,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690205696716,24/07/2023 13:34:56,1690209296716,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690205696716,24/07/2023 13:34:56,1690209296716,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690205696716,24/07/2023 13:34:56,1690209296716,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690205696716,24/07/2023 13:34:56,1690209296716,1,24/07/2023 15:34:56,135241,8,questionnaire-qh5e,,30835507,BLIND,9155448,,complete,,64be8bdbc8369e992a00eb27,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x1080,,Consent form,2,A,,,,,5,,END,,,,,
1,1690205796562,24/07/2023 13:36:36,1690209396562,1,24/07/2023 15:36:36,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690205871641,24/07/2023 13:37:51,1690209471641,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690205871642,24/07/2023 13:37:51,1690209471642,1,24/07/2023 15:37:51,135241,8,questionnaire-qh5e,,30835550,BLIND,9155457,,complete,,64be8c23ad42ad374d8565c2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x837,,Consent form,2,A,,,,,5,,END,,,,,
1,1690205940600,24/07/2023 13:39:00,1690209540600,1,24/07/2023 15:39:00,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690205972477,24/07/2023 13:39:32,1690209572477,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690205972478,24/07/2023 13:39:32,1690209572478,1,24/07/2023 15:39:32,135241,8,questionnaire-qh5e,,30835605,BLIND,9155474,,complete,,64be8bd79bb579afd4f0e71a,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4,1470x956,1470x738,,Consent form,2,A,,,,,5,,END,,,,,
1,1690206035261,24/07/2023 13:40:35,1690209635261,1,24/07/2023 15:40:35,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690206117331,24/07/2023 13:41:57,1690209717331,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690206117331,24/07/2023 13:41:57,1690209717331,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690206117332,24/07/2023 13:41:57,1690209717332,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690206117332,24/07/2023 13:41:57,1690209717332,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690206117333,24/07/2023 13:41:57,1690209717333,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690206117333,24/07/2023 13:41:57,1690209717333,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690206117333,24/07/2023 13:41:57,1690209717333,1,24/07/2023 15:41:57,135241,8,questionnaire-qh5e,,30835648,BLIND,9155490,,complete,,64be8d49b914d7a4070ea73f,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Consent form,2,A,,,,,5,,END,,,,,
1,1690206683662,24/07/2023 13:51:23,1690210283662,1,24/07/2023 15:51:23,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690206702915,24/07/2023 13:51:42,1690210302915,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690206702915,24/07/2023 13:51:42,1690210302915,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690206702915,24/07/2023 13:51:42,1690210302915,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690206702915,24/07/2023 13:51:42,1690210302915,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690206702916,24/07/2023 13:51:42,1690210302916,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690206702916,24/07/2023 13:51:42,1690210302916,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690206702916,24/07/2023 13:51:42,1690210302916,1,24/07/2023 15:51:42,135241,8,questionnaire-qh5e,,30835890,BLIND,9155552,,complete,,64be8f9e6af66b9a8ea326e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207109371,24/07/2023 13:58:29,1690210709371,1,24/07/2023 15:58:29,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207121136,24/07/2023 13:58:41,1690210721136,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207121136,24/07/2023 13:58:41,1690210721136,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207121137,24/07/2023 13:58:41,1690210721137,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207121137,24/07/2023 13:58:41,1690210721137,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207121138,24/07/2023 13:58:41,1690210721138,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207121138,24/07/2023 13:58:41,1690210721138,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207121139,24/07/2023 13:58:41,1690210721139,1,24/07/2023 15:58:41,135241,8,questionnaire-qh5e,,30836110,BLIND,9155618,,complete,,64be917cb28cdca1c9775833,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x715,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207435672,24/07/2023 14:03:55,1690211035672,1,24/07/2023 16:03:55,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207446260,24/07/2023 14:04:06,1690211046260,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207446260,24/07/2023 14:04:06,1690211046260,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207446260,24/07/2023 14:04:06,1690211046260,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207446261,24/07/2023 14:04:06,1690211046261,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207446261,24/07/2023 14:04:06,1690211046261,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
